Specimen ID,Sex,Family name,Latin Name,'County',year collected,Population designation,neurocranium length,neurocranium height,neurocranium width,total body length,tail length,hindfoot length,,,,,,,
15054,M,'TALPIDAE','SCALOPUS AQUATICUS','LAC QUI PARLE',1988,Rural,19.97,10.15,19.58,178,23,23,,,,,,,
603,UNKNOWN,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1911,City,35.27,20.08,27.19,550,275,69.9,,,,,,,
1166,UNKNOWN,'SCIURIDAE','SCIURUS CAROLINENSIS','FILLMORE',1935,Rural,33.58,19.94,27.1,495.3009906,222.2504445,68.58013716,,,,,,,
1213,M,'SCIURIDAE','SCIURUS CAROLINENSIS','SCOTT',1937,Rural,33.69,18.95,24.15,439.4208788,196.8503937,60.96012192,,,,,,,
1876,UNKNOWN,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1943,City,36.58,19.62,25.85,368.3007366,228.6004572,60.32512065,,,,,,,
1970,M,'SCIURIDAE','SCIURUS CAROLINENSIS','LESUEUR',1946,Rural,33.9,19,26.22,495.3009906,215.9004318,69.8501397,,,,,,,
1971,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1946,City,34.46,18.89,25.34,400,180,60,,,,,,,
2916,M,'SCIURIDAE','SCIURUS CAROLINENSIS','RAMSEY',1950,City,34.55,19.24,27.58,571,207,73,,,,,,,
2917,M,'SCIURIDAE','SCIURUS CAROLINENSIS','RAMSEY',1950,City,34.81,19.62,27.11,337,193,66,,,,,,,
3099,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1952,City,35.42,18.91,24.89,425.4508509,203.2004064,63.500127,,,,,,,
3864,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1956,City,35.57,19.83,24.93,488.9509779,228.6004572,63.500127,,,,,,,
4426,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1958,City,34.49,19.38,27.19,484,219,66,,,,,,,
4763,M,'SCIURIDAE','SCIURUS CAROLINENSIS','TODD',1959,Rural,34.98,19.26,28.58,523,237,74,,,,,,,
5716,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1962,City,36.42,18.76,26.3,480,214,63,,,,,,,
7624,F,'SCIURIDAE','SCIURUS CAROLINENSIS','OTTERTAIL',1966,Rural,34.57,18.64,27.35,470,187,65,,,,,,,
7626,M,'SCIURIDAE','SCIURUS CAROLINENSIS','OTTERTAIL',1966,Rural,35.52,18.81,27.57,468,204,60,,,,,,,
11953,M,'SCIURIDAE','SCIURUS CAROLINENSIS','CROW WING',1972,Rural,34.39,18.71,26.21,482,210,66,,,,,,,
11954,F,'SCIURIDAE','SCIURUS CAROLINENSIS','MILLE LACS',1972,Rural,34.36,19.18,27.25,494,216,67,,,,,,,
12285,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1973,City,34.8,19.04,26.71,495,232,73,,,,,,,
12605,F,'SCIURIDAE','SCIURUS CAROLINENSIS','SCOTT',1972,Rural,34.81,19.99,26.98,470,220,72,,,,,,,
12608,M,'SCIURIDAE','SCIURUS CAROLINENSIS','SCOTT',1972,Rural,35.75,18.46,26.6,430,150,71,,,,,,,
13154,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1974,City,37.06,19.03,26.17,500,222,73,,,,,,,
15675,F,'SCIURIDAE','SCIURUS CAROLINENSIS','CASS',1969,Rural,34.14,18.8,26.89,462,210,66,,,,,,,
15676,M,'SCIURIDAE','SCIURUS CAROLINENSIS','RAMSEY',1979,City,31.87,19.53,26.49,445,214,64,,,,,,,
18947,F,'SCIURIDAE','SCIURUS CAROLINENSIS','ANOKA',2004,City,32.63,18.77,25.81,490,205,55,,,,,,,
18948,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',2003,City,36.86,20.21,26.94,477,280,62,,,,,,,
2557,F,'SORICIDAE','SOREX ARCTICUS','ROSEAU',1948,Rural,9.1,5.86,9.36,112,39,13,,,,,,,
3004,F,'SORICIDAE','SOREX ARCTICUS','CLEARWATER',1946,Rural,9.15,5.4,9.21,106,39,12,,,,,,,
3133,M,'SORICIDAE','SOREX ARCTICUS','COOK',1951,Rural,10,5.39,9.78,123,40,14,,,,,,,
3882,M,'SORICIDAE','SOREX ARCTICUS','ST. LOUIS',1955,Rural,8.72,4.52,7.8,105,39,13,,,,,,,
4446,F,'SORICIDAE','SOREX ARCTICUS','MAHNOMEN',1957,Rural,9.92,5.41,9.46,112,41,14,,,,,,,
5073,F,'SORICIDAE','SOREX ARCTICUS','MARSHALL',1959,Rural,10.65,5.71,9.51,121,40,14,,,,,,,
7589,M,'SORICIDAE','SOREX ARCTICUS','ST. LOUIS',1966,Rural,10.07,5.84,9.37,108,40,15,,,,,,,
7601,F,'SORICIDAE','SOREX ARCTICUS','LAKE OF THE WOODS',1966,Rural,10.11,5.89,9.29,108,36,13,,,,,,,
8894,F,'SORICIDAE','SOREX ARCTICUS','POLK',1968,Rural,10.44,5.61,9.27,112,45,15,,,,,,,
10672,F,'SORICIDAE','SOREX ARCTICUS','COOK',1972,Rural,10.45,5.78,9.24,110,42,15,,,,,,,
10676,M,'SORICIDAE','SOREX ARCTICUS','COOK',1972,Rural,9.35,5.21,9.28,106,36,14,,,,,,,
10677,F,'SORICIDAE','SOREX ARCTICUS','COOK',1972,Rural,9.56,5.5,9.41,108,37,14,,,,,,,
14189,F,'SORICIDAE','SOREX ARCTICUS','BECKER',1980,Rural,10.13,5.24,9.3,106,39,12,,,,,,,
14389,M,'SORICIDAE','SOREX ARCTICUS','POLK',1979,Rural,10.87,5.88,9.54,110,42,15,,,,,,,
15089,M,'SORICIDAE','SOREX ARCTICUS','NORMAN',1988,Rural,9.69,5.19,9.28,105,38,16,,,,,,,
16368,F,'SORICIDAE','SOREX ARCTICUS','WILKIN',1981,Rural,9.98,5.6,9.44,116,38,11,,,,,,,
16369,M,'SORICIDAE','SOREX ARCTICUS','WILKIN',1981,Rural,10.06,5.83,9.15,109,46,11,,,,,,,
17930,M,'SORICIDAE','SOREX ARCTICUS','POLK',1998,Rural,10.22,5.73,9.44,118,38,13,,,,,,,
17931,M,'SORICIDAE','SOREX ARCTICUS','POLK',1998,Rural,10.19,5.86,9.25,109,39,13,,,,,,,
18593,UNKNOWN,'SORICIDAE','SOREX ARCTICUS','RICE',2002,Rural,10,5.48,9.46,112,34,12,,,,,,,
2255,UNKNOWN,'SORICIDAE','SOREX CINEREUS','COOK',1947,Rural,7.24,3.68,6.82,84,35,11,,,,,,,
2350,F,'SORICIDAE','SOREX CINEREUS','HENNEPIN',1947,City,8.7,4.88,7.66,96,39,11,,,,,,,
2451,M,'SORICIDAE','SOREX CINEREUS','ANOKA',1947,City,8.26,4.04,7.36,79,35,11,,,,,,,
2508,M,'SORICIDAE','SOREX CINEREUS','FILLMORE',1948,Rural,8.03,4.08,7.39,92,47,11,,,,,,,
2735,M,'SORICIDAE','SOREX CINEREUS','ANOKA',1949,City,8.57,4.54,7.81,96,40,12,,,,,,,
2737,F,'SORICIDAE','SOREX CINEREUS','CLEARWATER',1949,Rural,8.43,4.34,7.56,99,42,13,,,,,,,
3132,M,'SORICIDAE','SOREX CINEREUS','COOK',1951,Rural,7.98,4.46,7.65,102,36,11,,,,,,,
3168,UNKNOWN,'SORICIDAE','SOREX CINEREUS','ANOKA',1951,City,9.07,4.93,7.9,91,40,12,,,,,,,
3731,M,'SORICIDAE','SOREX CINEREUS','DAKOTA',1954,City,8.16,4.5,7.27,96,39,12,,,,,,,
3921,UNKNOWN,'SORICIDAE','SOREX CINEREUS','CLEARWATER',1957,Rural,8.26,5.15,7.14,83,37,11,,,,,,,
5988,F,'SORICIDAE','SOREX CINEREUS','FILLMORE',1958,Rural,8.86,4.36,7.46,90,34,11,,,,,,,
6403,F,'SORICIDAE','SOREX CINEREUS','ANOKA',1959,City,8.51,4.33,7.58,90,38,12,,,,,,,
7557,F,'SORICIDAE','SOREX CINEREUS','COOK',1966,Rural,8.18,4.58,7.18,82,35,11,,,,,,,
8124,M,'SORICIDAE','SOREX CINEREUS','CARVER',1967,Rural,8.85,4.61,7.8,90,40,12,,,,,,,
8898,M,'SORICIDAE','SOREX CINEREUS','FREEBORN',1968,Rural,8.45,5.16,7.53,89,38,11,,,,,,,
8905,F,'SORICIDAE','SOREX CINEREUS','RAMSEY',1968,City,8.12,4.71,7.62,96,38,11,,,,,,,
11611,M,'SORICIDAE','SOREX CINEREUS','RAMSEY',1972,City,8.16,4.34,6.63,90,36,13,,,,,,,
12149,F,'SORICIDAE','SOREX CINEREUS','COOK',1972,Rural,7.74,4.31,7.47,93,21,12,,,,,,,
12150,M,'SORICIDAE','SOREX CINEREUS','COOK',1973,Rural,7.67,4.05,7.45,95,37,12,,,,,,,
12320,F,'SORICIDAE','SOREX CINEREUS','ANOKA',1973,City,9.15,4.57,7.66,84,40,11,,,,,,,
13625,F,'SORICIDAE','SOREX CINEREUS','STEARNS',1977,Rural,8.54,4.88,7.35,96,40,12,,,,,,,
14393,F,'SORICIDAE','SOREX CINEREUS','ANOKA',1979,City,8.75,4.75,7.55,94,37,11,,,,,,,
14514,F,'SORICIDAE','SOREX CINEREUS','HOUSTON',1982,Rural,8.96,4.92,8.12,102,38,11,,,,,,,
14515,M,'SORICIDAE','SOREX CINEREUS','HOUSTON',1982,Rural,8.15,4.33,7.65,83,34,12,,,,,,,
15460,M,'SORICIDAE','SOREX CINEREUS','WASHINGTON',1988,City,8.92,5.04,7.8,97,36,11,,,,,,,
15461,M,'SORICIDAE','SOREX CINEREUS','WASHINGTON',1988,City,8.98,4.94,7.87,86,38,12,,,,,,,
15462,F,'SORICIDAE','SOREX CINEREUS','WASHINGTON',1988,City,8.88,4.68,7.97,87,35,11,,,,,,,
16692,F,'SORICIDAE','SOREX CINEREUS','CHISAGO',1987,Rural,8.37,4.57,7.29,87,35,12,,,,,,,
18282,F,'SORICIDAE','SOREX CINEREUS','HENNEPIN',1997,City,8.47,4.59,7.28,98,39,11,,,,,,,
18449,F,'SORICIDAE','SOREX CINEREUS','GRANT',1999,Rural,8.73,4.89,7.43,83,37,11,,,,,,,
18457,M,'SORICIDAE','SOREX CINEREUS','RENVILLE',1999,Rural,8.47,4.55,7.56,99,39,13,,,,,,,
19019,UNKNOWN,'SORICIDAE','SOREX CINEREUS','CARLTON',2005,Rural,8.78,4.91,8.01,85,39,11,,,,,,,
19020,UNKNOWN,'SORICIDAE','SOREX CINEREUS','CARLTON',2005,Rural,8.38,4.88,7.71,84,38,11,,,,,,,
2485,M,'SORICIDAE','SOREX HAYDENI','JACKSON',1948,Rural,8.19,4.52,7.19,96,38,12,,,,,,,
2826,UNKNOWN,'SORICIDAE','SOREX HAYDENI','POLK',1946,Rural,9.17,4.61,7.83,84,33,10,,,,,,,
3173,F,'SORICIDAE','SOREX HAYDENI','LAC QUI PARLE',1951,Rural,8.41,4.65,7.49,97,32,10,,,,,,,
3288,M,'SORICIDAE','SOREX HAYDENI','LINCOLN',1952,Rural,8.32,4.02,7.52,89,34,11,,,,,,,
3902,F,'SORICIDAE','SOREX HAYDENI','MAHNOMEN',1957,Rural,7.71,4.09,7.36,96,32,10.5,,,,,,,
4601,UNKNOWN,'SORICIDAE','SOREX HAYDENI','MAHNOMEN',1957,Rural,8.14,4.37,7.41,94,33,11,,,,,,,
7554,F,'SORICIDAE','SOREX HAYDENI','LYON',1966,Rural,8.62,4.7,7.83,81,34,11,,,,,,,
8113,M,'SORICIDAE','SOREX HAYDENI','CLAY',1967,Rural,8.44,4.79,7.66,89,39,11,,,,,,,
8897,F,'SORICIDAE','SOREX HAYDENI','COTTONWOOD',1968,Rural,8.73,4.98,8.12,100,39,11.5,,,,,,,
11927,F,'SORICIDAE','SOREX HAYDENI','LYON',1972,Rural,8.25,4.66,7.5,85,34,11,,,,,,,
14251,F,'SORICIDAE','SOREX HAYDENI','WILKIN',1980,Rural,8.43,4.49,7.43,84,36,11,,,,,,,
14399,M,'SORICIDAE','SOREX HAYDENI','NORMAN',1979,Rural,8.64,4.4,7.71,82,32,10,,,,,,,
14400,M,'SORICIDAE','SOREX HAYDENI','NORMAN',1979,Rural,8.15,4.18,7.32,85,31,10,,,,,,,
14534,M,'SORICIDAE','SOREX HAYDENI','YELLOW MEDICINE',1982,Rural,8.68,4.75,7.79,91,32,11,,,,,,,
14699,M,'SORICIDAE','SOREX HAYDENI','REDWOOD',1983,Rural,8.31,4.53,7.48,95,33,12,,,,,,,
15096,F,'SORICIDAE','SOREX HAYDENI','BIG STONE',1988,Rural,8.27,4.21,7.47,96,40,15,,,,,,,
15121,M,'SORICIDAE','SOREX HAYDENI','NORMAN',1928,Rural,8.78,4.42,8.05,93,37,12,,,,,,,
15122,F,'SORICIDAE','SOREX HAYDENI','NORMAN',1928,Rural,8.89,4.78,7.79,92,38,11,,,,,,,
16529,UNKNOWN,'SORICIDAE','SOREX HAYDENI','CLAY',1990,Rural,8.34,4.14,7.52,84,32,10,,,,,,,
18470,F,'SORICIDAE','SOREX HAYDENI','BECKER',1999,Rural,8.25,4.08,7.31,112,36,12,,,,,,,
18474,M,'SORICIDAE','SOREX HAYDENI','STEVENS',1999,Rural,8.51,4.27,7.81,95,35,11,,,,,,,
194,M,'SORICIDAE','SOREX PALUSTRIS','SHERBURNE',1918,Rural,10.89,5.86,10,123,53,17,,,,,,,
2832,M,'SORICIDAE','SOREX PALUSTRIS','PINE',1939,Rural,11.51,5.95,10.5,150,65,18,,,,,,,
3356,UNKNOWN,'SORICIDAE','SOREX PALUSTRIS','CLEARWATER',1947,Rural,11.42,5.66,10.18,131,59,18,,,,,,,
3922,UNKNOWN,'SORICIDAE','SOREX PALUSTRIS','CLEARWATER',1957,Rural,11.47,6.12,10.49,137,65,19,,,,,,,
7433,M,'SORICIDAE','SOREX PALUSTRIS','COOK',1965,Rural,10.27,5.83,10.48,157,70,19,,,,,,,
7547,F,'SORICIDAE','SOREX PALUSTRIS','AITKIN',1966,Rural,11.1,5.91,9.9,139,65,18,,,,,,,
8126,F,'SORICIDAE','SOREX PALUSTRIS','COOK',1967,Rural,10.45,5.5,10.26,154,66,19,,,,,,,
11211,M,'SORICIDAE','SOREX PALUSTRIS','COOK',1972,Rural,11.22,5.97,10.33,142,65,19,,,,,,,
11213,F,'SORICIDAE','SOREX PALUSTRIS','COOK',1972,Rural,11.02,5.92,10.3,155,69,21,,,,,,,
11214,M,'SORICIDAE','SOREX PALUSTRIS','COOK',1972,Rural,11.25,5.73,10.21,148,76,20,,,,,,,
11215,F,'SORICIDAE','SOREX PALUSTRIS','COOK',1972,Rural,11.37,6.04,10.31,136,65,18,,,,,,,
15153,F,'SORICIDAE','SOREX PALUSTRIS','CLAY',1988,Rural,11.04,6.1,10.28,147,67,19,,,,,,,
18320,M,'SORICIDAE','SOREX PALUSTRIS','CLEARWATER',1999,Rural,11.54,5.92,10.79,130,59,16,,,,,,,
2330,M,'LEPORIDAE','SYLVILAGUS FLORIDANUS','HOUSTON',1947,Rural,32.26,23.59,24.54,295,42,68,,,,,,,
2696,M,'LEPORIDAE','SYLVILAGUS FLORIDANUS','FREEBORN',1924,Rural,29.57,21.13,24.36,290,33,76,,,,,,,
3670,F,'LEPORIDAE','SYLVILAGUS FLORIDANUS','SHERBURNE',1953,Rural,37.66,25.13,28.44,445,50,95,,,,,,,
4220,M,'LEPORIDAE','SYLVILAGUS FLORIDANUS','POPE',1956,Rural,37.23,24.47,28.12,450,54,92,,,,,,,
4222,F,'LEPORIDAE','SYLVILAGUS FLORIDANUS','POPE',1956,Rural,37.51,24.43,28,445,54,99,,,,,,,
4878,M,'LEPORIDAE','SYLVILAGUS FLORIDANUS','MILLE LACS',1959,Rural,41.53,23.62,28.11,470,37,105,,,,,,,
5095,M,'LEPORIDAE','SYLVILAGUS FLORIDANUS','BLUE EARTH',1961,Rural,36.54,21.32,26.96,377,43,92,,,,,,,
5096,F,'LEPORIDAE','SYLVILAGUS FLORIDANUS','BLUE EARTH',1961,Rural,37.81,23.11,26.02,425,49,99,,,,,,,
5510,F,'LEPORIDAE','SYLVILAGUS FLORIDANUS','MILLE LACS',1960,Rural,35.56,23.92,27.99,433,44,102,,,,,,,
19005,UNKNOWN,'LEPORIDAE','SYLVILAGUS FLORIDANUS','DAKOTA',2004,City,24.81,18.58,19.22,196,23,48,,,,,,,
10,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','LAKE',1912,Rural,27.75,15.79,20.94,274,124,45,,,,,,,
353,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','HENNEPIN',1916,City,26.33,15.99,20.51,330.2,125.4,47.6,,,,,,,
354,,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','ISANTI',1916,Rural,28.37,15.53,21.89,301.6,149.2,41.3,,,,,,,
495,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','COOK',1922,Rural,28.9,16.04,21.75,308,125,42,,,,,,,
641,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','ISANTI',1916,Rural,29.2,16.26,21.28,327.2,131.1,37.3,,,,,,,
729,,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','MARSHALL',1929,Rural,27.01,16,21.77,295,127,50,,,,,,,
730,,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','MARSHALL',1929,Rural,28.3,15.54,21.78,310,128,50,,,,,,,
1534,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','CARLTON',1936,Rural,28.32,15.22,20.45,291,116,43,,,,,,,
2019,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','HENNEPIN',1946,City,29.88,16.26,22.59,336,144,50,,,,,,,
2156,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','FILLMORE',1937,Rural,28.25,15.91,21.87,316,120,49,,,,,,,
2167,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','CARLTON',1935,Rural,28.48,16.3,21.7,298.5,109.2,38.1,,,,,,,
2767,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','LAKE OF THE WOODS',1949,Rural,29.46,15.26,21.76,320,123,49,,,,,,,
2769,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','LAKE OF THE WOODS',1949,Rural,28.73,15.3,21.37,292,120,46,,,,,,,
2913,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','ANOKA',1950,City,29.64,16.88,22.09,341,139,45,,,,,,,
2972,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','ST. LOUIS',1950,Rural,28.71,15.89,22.62,325,123,51,,,,,,,
3789,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','HENNEPIN',1955,City,29.87,16.82,23.1,324,130,47,,,,,,,
3790,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','HENNEPIN',1955,City,27.54,15.44,21.24,312,111,46,,,,,,,
4206,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','HENNEPIN',1957,City,29.13,16.56,21.77,323,129,49,,,,,,,
4884,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','LAKE OF THE WOODS',1960,Rural,29.46,14.95,22.24,298,119,48,,,,,,,
4894,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','MARSHALL',1958,Rural,29.52,15.98,21.75,371,125,44,,,,,,,
7743,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','WADENA',1966,Rural,29,15.77,21.9,223,127,46,,,,,,,
7744,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','RAMSEY',1966,City,27.28,15.85,21.95,318,123,47,,,,,,,
7749,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','RAMSEY',1966,City,28.97,16.27,20.68,296,105,46,,,,,,,
7986,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','ST. LOUIS',1966,Rural,28.85,15.71,21.52,303,128,46,,,,,,,
8959,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','RAMSEY',1968,City,27.58,15.98,21.61,323,129,48,,,,,,,
8961,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','RAMSEY',1968,City,29,16.83,21.68,323,126,49,,,,,,,
12341,,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','LAKE OF THE WOODS',1973,Rural,28.76,15.64,20.42,280,120,45,,,,,,,
12344,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','ANOKA',1973,City,27.87,16.35,21.84,322,134,46,,,,,,,
12347,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','ANOKA',1973,City,28.62,16.7,21.5,325,129,45,,,,,,,
13026,,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','SHERBURNE',1975,Rural,27.47,15.86,21.6,290,115,48,,,,,,,
18343,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','CLEARWATER',1999,Rural,29.24,16.23,21.29,323,124,48,,,,,,,
18344,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','CLEARWATER',1999,Rural,28.07,15.32,21.24,305,110,45,,,,,,,
18963,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','WASHINGTON',2004,City,28.1,16.54,20.61,295,117,43,,,,,,,
18967,M,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','WASHINGTON',2004,City,28.33,15.32,21.91,327,151,48,,,,,,,
19042,,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','CASS',2004,Rural,29.76,15.95,22.93,281,83,48,,,,,,,
19043,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','CLEARWATER',2005,Rural,30.22,16.34,21.31,314,127,50,,,,,,,
19044,F,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','RAMSEY',2005,City,28.58,17.59,22.56,320,126,45,,,,,,,
19095,,'SCIURIDAE','TAMIASCIURUS HUDSONICUS','HUBBARD',2003,Rural,28.65,16.1,22.08,292,123,46,,,,,,,
186,F,'DIPODIDAE','ZAPUS HUDSONIUS','SHERBURNE',1916,Rural,12.73,7.51,9.71,181,107,27,,,,,,,
187,M,'DIPODIDAE','ZAPUS HUDSONIUS','SHERBURNE',1916,Rural,11.93,6.6,9.01,178,110,28,,,,,,,
459,M,'DIPODIDAE','ZAPUS HUDSONIUS','COOK',1922,Rural,12.43,7.41,10.3,189,112,29,,,,,,,
462,F,'DIPODIDAE','ZAPUS HUDSONIUS','COOK',1922,Rural,13.65,7.98,9.7,226,141,30,,,,,,,
831,M,'DIPODIDAE','ZAPUS HUDSONIUS','CLEARWATER',1932,Rural,13.37,8.04,9.48,203.2,127,30.5,,,,,,,
2551,M,'DIPODIDAE','ZAPUS HUDSONIUS','FILLMORE',1948,Rural,13.51,7.6,9.91,210,123,31,,,,,,,
3019,F,'DIPODIDAE','ZAPUS HUDSONIUS','LYON',1950,Rural,12.95,7.71,9.99,208,123,29,,,,,,,
3250,M,'DIPODIDAE','ZAPUS HUDSONIUS','CLEARWATER',1941,Rural,12.69,7.51,9.27,261,123,31,,,,,,,
3264,F,'DIPODIDAE','ZAPUS HUDSONIUS','WADENA',1946,Rural,12.64,7.72,9.41,197,123,30,,,,,,,
3787,M,'DIPODIDAE','ZAPUS HUDSONIUS','KANDIYOHI',1955,Rural,12.76,7.92,9.45,193,116,30,,,,,,,
6383,M,'DIPODIDAE','ZAPUS HUDSONIUS','WINONA',1960,Rural,12.87,7.32,9.85,197,111,30,,,,,,,
6917,M,'DIPODIDAE','ZAPUS HUDSONIUS','FILLMORE',1958,Rural,12.69,7.47,9.65,207,131,29,,,,,,,
7851,F,'DIPODIDAE','ZAPUS HUDSONIUS','ITASCA',1966,Rural,12.03,6.91,9.52,206,126,30,,,,,,,
9120,F,'DIPODIDAE','ZAPUS HUDSONIUS','ISANTI',1968,Rural,12.96,7.25,9.74,203,121,27,,,,,,,
11834,F,'DIPODIDAE','ZAPUS HUDSONIUS','COOK',1972,Rural,13.23,7.23,9.86,215,133,30,,,,,,,
13655,F,'DIPODIDAE','ZAPUS HUDSONIUS','MORRISON',1977,Rural,13.1,7.52,9.54,170,85,29,,,,,,,
14511,M,'DIPODIDAE','ZAPUS HUDSONIUS','WRIGHT',1979,Rural,13.23,7.78,9.6,204,117,11,,,,,,,
14696,F,'DIPODIDAE','ZAPUS HUDSONIUS','YELLOW MEDICINE',1982,Rural,12.98,7.62,9.67,206,119,29,,,,,,,
15380,M,'DIPODIDAE','ZAPUS HUDSONIUS','TRAVERSE',1988,Rural,12.68,7.31,9.22,210,131,29,,,,,,,
16449,F,'DIPODIDAE','ZAPUS HUDSONIUS','CLEARWATER',1991,Rural,13.75,7.94,9.98,202,125,29,,,,,,,
16708,M,'DIPODIDAE','ZAPUS HUDSONIUS','SCOTT',1985,Rural,13.03,7.95,8.53,212,133,29,,,,,,,
18313,M,'DIPODIDAE','ZAPUS HUDSONIUS','WRIGHT',1997,Rural,13.25,7.93,9.89,211,129,29,,,,,,,
18364,M,'DIPODIDAE','ZAPUS HUDSONIUS','CLEARWATER',1999,Rural,13.52,7.45,9.66,224,141,32,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,